polarity	pos	neg	neu	compound	text	username
negativo	0.0	0.061	0.939	-0.4184	"""Dile al """"Eficiente"""" Ladrón de tu presidente obrero que también les pague a los 13.000 Pensionados Venezolanos que viven fuera de Venezuela. Están en CHILE, Uruguay, Ecuador, España, Italia y Portugal. Chávez Si les pagaba. El Cucuteño No les Paga desde Marzo 2016 ! Anda y Dile !"""	Marcelo
neutro	0.0	0.0	1.0	0.0	Ecuador planea habilitar albergues para migrantes venezolanos https://www.eluniverso.com/noticias/2018/06/19/nota/6819023/ecuador-planea-habilitar-albergues-migrantes-venezolanos?&utm_source=twitter&utm_medium=social-media&utm_campaign=addtoany … por @eluniversocom	🇻🇪@𝕄𝕚𝕘𝕦𝕖𝕝𝕥𝟙𝟛🇻🇪
negativo	0.194	0.0	0.806	0.34	El 55,2% de migrantes venezolanos ha sentido discriminación en Ecuador http://prim.ec/ZHyk50xhg1f	Surfacin
neutro	0.0	0.0	1.0	0.0	Japón dona $3.200.000 a Ecuador para atender a migrantes venezolanos https://vozdeamerica.org/2019/11/28/japon-dona-3-200-000-a-ecuador-para-atender-a-migrantes-venezolanos-2/ …	Actualidad Venezuela
neutro	0.0	0.0	1.0	0.0	HERMAN@S D #ECUADOR DESDE EL #PUEBLO #SOBERANO #LLANO DE A #PIE D LA GLORIOSA PATRIA #VENEZOLANA LES DECIMOS K LES #APOYAMOS A RECUPERAR SU #AUTODETERMINACIÓN SECUESTRADA POR EL #TRAIDOR DE #LENIN #MORENO A PESAR D LA #XENOFOBIA CONTRA #VENEZUELA.VIVA #BOLIVAR #CARAJO. @dcabellorpic.twitter.com/cd5R79B6a2	DRS01
neutro	0.0	0.0	1.0	0.0	#Perú, #Chile y #Ecuador, tres de los cuatro mayores receptores de migrantes venezolanos en la región, han impuesto visados para el ingreso a su territorio #16Dichttp://bit.ly/366PaPj	El Pitazo
negativo	0.0	0.202	0.798	-0.5859	La xenofobia es muy grave pero Ecuador tiene mucho problema con su pueblo y que los venezolanos no tienen culpa de  nada	avecape
negativo	0.119	0.0	0.881	0.4003	¡Cojan dato! En #Ecuador próximamente los venezolanos deberán solicitar visa debido aumente de migrantes ha aumentado. Sigue leyendo ingresando a         --         http://bit.ly/2YNFYvY	CaraotaDigital
neutro	0.0	0.0	1.0	0.0	Venezolanos en Ecuador se plantaron al grito de “libertad” y “fuera dictadura” - http://tinyurl.com/y72c9bd9	Lecheria Hosting
negativo	0.0	0.42	0.58	-0.7003	Ecuador no es potencia, sin embargo albergamos migrantes venezolanos y cubanos.	Saul Goodman
neutro	0.0	0.0	1.0	0.0	Ecuador, Perú y Chile coordinan acciones frente a migración venezolana | En el Mundo http://bit.ly/2LqaN4d	Aló Ciudadano
neutro	0.0	0.0	1.0	0.0	#Aragua Disminuye migración de venezolanos a Ecuador https://bit.ly/2BQdxDP pic.twitter.com/ZFQb34OGA3	El Periodiquito
neutro	0.0	0.0	1.0	0.0	"""#FalsosPositivos"	Gabicornio
negativo	0.0	0.087	0.913	-0.296	Yo no se que eliminatoria veo yo, pero en Ecuador se dicen fuera del mundial con 22 puntos y los venezolanos suenan aun, teniendo 17.	Claudio Murzi
neutro	0.0	0.0	1.0	0.0	#ENMundo Ecuador alimentará a migrantes venezolanos con 3,2 millones dólares donados por Japón http://bit.ly/34q3bXK	El Nacional
neutro	0.0	0.0	1.0	0.0	[Video] Universidad de Ecuador investigó a inmigrantes venezolanos http://bit.ly/2wtQpKM	SeFelix 2.0
neutro	0.0	0.0	1.0	0.0	Censo de inmigrantes venezolanos en Ecuador inicia este jueves - https://is.gd/k2RJRi pic.twitter.com/dUQfTsvWba	El Aragüeño
neutro	0.0	0.0	1.0	0.0	RT @Merlingessen soy un marica venezolano que me gusta que me den por el culo amo Ecuador odio adios chile y soy un malparido de mierda	eltroll
negativo	0.0	0.07	0.93	-0.4184	En vez de estar fuera debería estar acá en  colombiano si es ecuador mas pequeño y no quiere venezolanos ala los recibimos ojo duque nos cambian a nosotros los pobres  y de pronto A usted también lo cambien por un veneco ojo!!	Realhastalamuerte
neutro	0.0	0.0	1.0	0.0	Ecuador dejará pasar por su territorio a migrantes venezolanos con visa de ingreso a otro país http://j.mp/308zHuz	La Patilla
neutro	0.0	0.0	1.0	0.0	"""DESLIZA »»»»»»»»»»»»»»»»»»»"	Venezolana de Prensa
neutro	0.0	0.0	1.0	0.0	Se duplica el número de migrantes #venezolanos en #Ecuador #EUVzlahttp://ow.ly/8WfD30ppJZL	El Universal
neutro	0.0	0.0	1.0	0.0	Japón donó 3,2$ millones para alimentos de migrantes venezolanos en Ecuador https://buff.ly/33uZ1MY pic.twitter.com/f1SuPrc1Mf	SuNoticiero
neutro	0.0	0.0	1.0	0.0	#Diáspora |  Ecuador promete corredor humanitario para migrantes venezolanos http://bit.ly/2qpymDp pic.twitter.com/1yCm0GXgIm	La Verdad Vargas
neutro	0.0	0.0	1.0	0.0	Aumentan los actos de xenofobia contra venezolanos en Perú y Ecuador http://www.ntn24america.com/america-latina/venezuela/aumentan-los-actos-de-xenofobia-contra-venezolanos-en-peru-y-ecuador-111234 …	Carlos Mauricio Vargas
neutro	0.0	0.0	1.0	0.0	Colombia, Brasil, Ecuador y Chile, han cerrado sus fronteras, han endurecido las reglas de migración, el Perú es el único país que tiene las fronteras abiertas de par en par, se viene una avalancha de Venezolanos, de aquí al 2021 serán  el triple delos que una están aquí.	Cesar Bravo
neutro	0.0	0.0	1.0	0.0	"""#Enterate que #Ecuador, #Perú y #Chile gestionan la creacion de un grupo de trabajo para impulsar """"una migración segura"""" y """"ordenada"""" de los migrantes venezolanos. #Efe"""	YASMIN VELASCO
neutro	0.0	0.0	1.0	0.0	Mike Pompeo anunció que EEUU entregará USD 30 millones a Ecuador para atender a los migrantes venezolanos https://www.infobae.com/america/america-latina/2019/07/20/en-su-reunion-con-lenin-moreno-mike-pompeo-anuncio-que-eeuu-entregara-usd-30-millones-a-ecuador-para-atender-a-los-migrantes-venezolanos/ …	Rod Paez Davison
negativo	0.0	0.051	0.949	-0.296	En el corto plazo es un desafío para el mercado laboral. Pero también hay venezolanos emprendedores que abren negocios en Ecuador y que crearán nuevos empleos y nueva riqueza. No será la primera vez q Ecuador se beneficie de la migración: libaneses, judios, italianos, alemanes...	Alberto AcostaBurneo
neutro	0.0	0.0	1.0	0.0	Cancillería de Ecuador declara emergencia para atender migración venezolana https://infocifras.org/2018/08/10/cancilleria-de-ecuador-declara-emergencia-para-atender-migracion-venezolana/ … vía @InfoCifras	@Infocifras
neutro	0.0	0.0	1.0	0.0	Los ministros de Exterior y del Interior de Ecuador discrepan sobre el permiso a los migrantes venezolanos en tránsito https://elportaldesalta.com.ar/los-ministros-de-exterior-y-del-interior-de-ecuador-discrepan-sobre-el-permiso-a-los-migrantes-venezolanos-en-transito/ …pic.twitter.com/o9bY2ycczT	El Portal de Salta
neutro	0.0	0.0	1.0	0.0	El Gobierno de Ecuador estudia la posibilidad de abrir un corredor humanitario para los migrantes venezolanos https://elportaldesalta.com.ar/el-gobierno-de-ecuador-estudia-la-posibilidad-de-abrir-un-corredor-humanitario-para-los-migrantes-venezolanos/ …pic.twitter.com/3M2PQLo6yx	El Portal de Salta
negativo	0.0	0.939	0.061	-0.296	Estoy casi convencida que el 90% de los Venezolanos que entraron al País y a el Ecuador, no son inmigrantes sencillos  son gente enviada y preparada por Madura para desestabilizar nuestros países, apoyar guerrilla, hacer todo lo malo.	MARTHA C ARANGO B
neutro	0.0	0.0	1.0	0.0	Ecuador planea habilitar albergues para migrantes venezolanos. laceiba	Carmela
neutro	0.0	0.0	1.0	0.0	@RicardoPatinoEC El gobierno de Ecuador es un complice del gobierno Venezolano, ASESINOS DE LA DEMOCRACIA	Carlos Arturo Acuña
neutro	0.0	0.0	1.0	0.0	Ecuador impondrá visas a inmigrantes venezolanos | DW | 26.07.2019 https://www.dw.com/es/ecuador-impondr%C3%A1-visas-a-inmigrantes-venezolanos/a-49751626 … #ecuador	Patricio Vázquez
negativo	0.0	0.173	0.827	-0.5267	@Alexa_Dannat No es el 2%, es Ecuador en contra de Correa: TODOS se canso Ecuador. No somos ni Cubanos, Ni Venezolanos. Fuera Correa.	Carlos Ze'ev
neutro	0.0	0.0	1.0	0.0	"""Últimos venezolanos ingresan a Ecuador antes del requisito de visa."	Radio Cuervo Uruguay
negativo	0.0	0.186	0.814	-0.6249	[Infidelidad Política] Madurismo juega a las crisis en Colombia, Ecuador y Perú, invocando xenofobia contra venezolanos. Por Javier Vivas Santana https://vozdeamerica.org/2019/10/07/infidelidad-politica-madurismo-juega-a-las-crisis-en-colombia-ecuador-y-peru-invocando-xenofobia-contra-venezolanos-por-javier-vivas-santana/ …	EXTRA VENEZUELA
neutro	0.0	0.0	1.0	0.0	"""Sigue la XENOFOBIA de los regimenes del grupo o cartel de lima contra Venezuela"	GOOOOOL de venezuela
negativo	0.163	0.0	0.837	0.5994	#BALONDIVIDIDO  este año la champion esta muy rara el finalista #AtleticoMadrid fuera de octavos Jesús desde ecuador saludos a mía paisanos venezolanos	Jesus Gelvez
neutro	0.0	0.0	1.0	0.0	"""Venezolanos en Ecuador se plantaron al grito de “libertad” y “fuera dictadura” -"	NotiWeb-ON 19.5k
neutro	0.0	0.0	1.0	0.0	Para controlar el flujo de #inmigrantes #venezolanos, a partir del 26 de agosto de 2019, #Ecuador solicita el trámite de una #VisaHumanitaria #diasporavenezolana https://www.mequieroir.com/noticias-lo-nuevo/ecuador-comienza-a-exigir-visa-humanitaria-a-venezolanos/ …pic.twitter.com/VkvWL2asfs	MeQuieroIr.com
neutro	0.0	0.0	1.0	0.0	"""Ecuador analizaba el lunes la posibilidad de abrir un corredor humanitario para migrantes venezolanos que quieren llegar a Perú y otros territorios."	Noticias de Aqui
neutro	0.0	0.0	1.0	0.0	"""#DiaDelMigrante"	giancarloruffa
neutro	0.0	0.0	1.0	0.0	Ecuador, Perú y Chile coordinan acciones frente a migración venezolana,,https://cactus24.com.ve/ecuador-peru-y-chile-coordinan-acciones-frente-a-migracion-venezolana/ …	CACTUS24
negativo	0.0	0.145	0.855	-0.296	Qué fue que aún no le echan gasolina al odio a los venezolanos y  a las feministas?	Blasfema desde tu casa.
neutro	0.0	0.0	1.0	0.0	Venezolanos en Ecuador, ¿culpables de las protestas o nueva incitación a la xenofobia? https://es.rt.com/72ma  via @ActualidadRT	Viejis39
neutro	0.0	0.0	1.0	0.0	‍ Ecuador declara emergencia para atender migración de venezolanos #talcual #claroyraspao https://bit.ly/2Mcd8lD pic.twitter.com/eWgIaDAowV	TalCual
neutro	0.0	0.0	1.0	0.0	#Cali Hacia el mediodía de este martes, 80 venezolanos fueron trasladados desde Cali hacia la frontera con Ecuador, luego de que @MigracionCol dispusiera de dos buses para el traslado de los inmigrantes. http://bit.ly/2IWK4t2  - vía @Diarioccidente	Diario Occidente
neutro	0.0	0.0	1.0	0.0	Y SON VENEZOLANOS,Y ESTO ES LO QUE LLAMAN XENOFOBIA,LO MISMO PASA EN ECUADOR PERU pic.twitter.com/ltliPs9kNa	RAMON CASTELL 64.
neutro	0.0	0.0	1.0	0.0	A días del cambio de norma restrictivo, crece el número de inmigrantes venezolanos en el paso fronterizo hacia Ecuador https://twitter.com/Mision_Verdad/status/1165336722554728450 …pic.twitter.com/WkPHkrgyVS	SUSI DM
negativo	0.057	0.0	0.943	0.2732	#23Ago El próximo lunes 26 de agosto entrará en vigor el requisito de visado humanitario para los venezolanos que quieran llegar a Ecuador. Por eso aumentó el flujo de migrantes en el puente de Rumichaca http://bit.ly/2ZnvS4l pic.twitter.com/KxqPUmwIFF	Contrapunto
neutro	0.0	0.0	1.0	0.0	Últimos migrantes venezolanos ingresan a Ecuador antes del requisito de visa:  http://noti-america.com/site/us-tn/2019/08/28/ultimos-migrantes-venezolanos-ingresan-a-ecuador-antes-del-requisito-de-visa/ …	Noti-America.com
negativo	0.0	0.128	0.872	-0.3612	Es lamentable que exista tanta Xenofobia en contra de compatriotas Venezolanos en Ecuador, Argentina , Colombia y otros países hermano.	Johnny Salazar
neutro	0.0	0.0	1.0	0.0	Ecuador pedirá visa humanitaria a venezolanos “para una migración segura y ordenada” https://elcooperante.com/ecuador-pedira-visa-humanitaria-a-venezolanos-para-una-migracion-segura-y-ordenada/?utm_source=dlvr.it&utm_medium=twitter … @El_Cooperante #TrueNewsDInformapic.twitter.com/2AwqTqk5k9	TrueNewsD
neutro	0.0	0.0	1.0	0.0	A los venezolanos que salen porque se mueren de hambre hay que entregarles a @FernandoCasadoG para que le expliquen lo que pasa, fuera #Casado de Ecuador https://twitter.com/lahistoriaec/status/1029108164774506496 …	Monica
neutro	0.0	0.0	1.0	0.0	Colombia le pidió a Ecuador que revise la imposición de visa a los migrantes venezolanos https://ibae.am/2ZGElUj	Infobae América
neutro	0.0	0.0	1.0	0.0	"""Publican decreto de amnistía y"	Frontera Digital
neutro	0.0	0.0	1.0	0.0	"""Los migrantes venezolanos deben pasar tres días en el puente de Rumichaca para sellar su pasaporte y entrar a #Ecuador ►http://bit.ly/venezolan0s"	El Telégrafo Ecuador
neutro	0.0	0.0	1.0	0.0	"""#URGENTE"	Ecuadorinmediato
neutro	0.0	0.0	1.0	0.0	Un día en las casas de paso que albergan a los migrantes venezolanos varados tratando de entrar a Ecuador https://www.univision.com/noticias/america-latina/un-dia-en-las-casas-de-paso-que-albergan-a-los-migrantes-venezolanos-varados-tratando-entrar-a-ecuador …	Gmo. Bustos Duhart
negativo	0.0	0.18	0.82	-0.8271	colombia, ecuador, brasil, peru y chile vive crisis x migración y 20%venezolanos s han ido, ahora si EEUU bloquea a vnzla navalmente, cifra migracion duplica o+... grupo d lima q apoya a eeuu st a punto hacer estallar 1crisis regional sin precedentes ellos mismos serán +afectados	CARL0S FL0R35
neutro	0.0	0.0	1.0	0.0	¡Atención! #Ecuador aplicará dos nuevos tipos de visas a los migrantes venezolanos | Lee todos los detalles aquí  *` http://bit.ly/2MgPl3U	CaraotaDigital
neutro	0.0	0.0	1.0	0.0	"""Ecuador planea habilitar albergues para migrantes venezolanos"	Hispanos Report
neutro	0.0	0.0	1.0	0.0	¡No más xenofobia! En #Ecuador le tienen el ojo puesto a los posibles casos de acoso contra venezolanos ** http://bit.ly/34LydcR	CaraotaDigital
neutro	0.0	0.0	1.0	0.0	Negligencia en contra de Venezolanos @MigracionCol y Migración Ecuador  mantienen Rumichaca Full , Venezolanos pasando Hambre y Necesidades @Almagro_OEA2015 @alcaldeledezmapic.twitter.com/B1KdX4SG3h	Venezolano en Peru
neutro	0.0	0.0	1.0	0.0	#Miercoles | Ecuador, Perú y Chile coordinan acciones frente a migración venezolana. Acordaron crear un grupo técnico de trabajo para gestionar “una migración segura” y “ordenada” de los migrantes venezolanos, tras una reunión de representantes de los tres países. pic.twitter.com/dhoVdhWwLf	UnNuevoTiempoNE
neutro	0.0	0.0	1.0	0.0	Ecuador declaró estado de emergencia para atender migración venezolana - http://contextodiario.com/internacional/ecuador-declaro-estado-de-emergencia-para-atender-migracion-venezolana/ …pic.twitter.com/tqinSinhj3	Contexto Diario
neutro	0.0	0.0	1.0	0.0	El Gobierno de Ecuador estudia la posibilidad de abrir un corredor humanitario para los migrantes venezolanos https://www.infobae.com/america/venezuela/2019/09/10/el-gobierno-de-ecuador-estudia-la-posibilidad-de-abrir-un-corredor-humanitario-para-los-migrantes-venezolanos/ …	Jose Manuel Vergara
negativo	0.0	0.058	0.942	-0.296	3. En Colombia, Ecuador y Perú se está desarrollando una campaña de odio, de persecución, de desprecio y xenofóbia contra el pueblo de Venezuela. / 3. Agarran a los Venezolanos porque los peruanos no quieren trabajar por lo poco que pagan.	María
neutro	0.0	0.0	1.0	0.0	"""Asambleísta @juanflores18 """"Hoy #Ecuador está estudiando las medidas de abrir un corredor humanitario para los inmigrantes venezolanos"""""	Creo Latinoamérica
neutro	0.0	0.0	1.0	0.0	Si vale sobretodo en Panamá Colombia Perú Ecuador Chile Argentina. Será q el tema de la xenofobia es algo irreal para los seguidores de Guaidog o el caso del joven venezolano apuñalado en Perú y lo auxiliaron tanto q tuvo que regresar con el puñal en el cuerpo y morir en vzla. https://twitter.com/melfossi/status/1155891891210268673 …	Dougnavarro
neutro	0.0	0.0	1.0	0.0	Ecuador planea habilitar albergues para migrantes venezolanos http://bit.ly/2JYasDV pic.twitter.com/CE2HWsvbip	Banca y Negocios
neutro	0.0	0.0	1.0	0.0	Plantón de venezolanos en Ecuador al grito de “fuera la dictadura” http://ift.tt/2tPOg6U pic.twitter.com/02iCRcZkna	˗ˏˋ⭐SσyVηєzσℓαησ⭐ˊˎ˗
neutro	0.0	0.0	1.0	0.0	Hay esperanza, #Venezolanos #Ecuador #Migrantes #Apostillahttps://twitter.com/anniecanizares/status/1027373599760506880 …	Marisela Duran M.
neutro	0.0	0.0	1.0	0.0	85 migrantes venezolanos en Ecuador, retornarán a su país con el plan Vuelta a la Patria - Pichincha Universal https://www.pichinchauniversal.com.ec/85-migrantes-venezolanos-en-ecuador-retornaran-a-su-pais-con-el-plan-vuelta-a-la-patria/ …	Peregrino xp
negativo	0.0	0.121	0.879	-0.296	Decenas de venezolanos no lograron ingresar a Ecuador ante exigencia de visa - https://bit.ly/2zl3t4k  #EVNews #Venezuela #Ecuador #Migración #Acnur	El Venezolano
neutro	0.0	0.0	1.0	0.0	La migración venezolana pisó el freno desde septiembre en Ecuador // https://www.expreso.ec/actualidad/migracion-venezolana-piso-freno-septiembre-2124.html …	InformacionES
negativo	0.0	0.349	0.651	-0.7034	"""La CRISIS HUMANITARIA en #Rumichaca por la migración de #venezolanos."	CNCO CHRIS TE AMO 🇪🇨
neutro	0.0	0.0	1.0	0.0	Lo de Venezuela también me lo pregunté, pero ¿no crees que estaba en riesgo que el avión venezolano fuera interceptado por alguno de los países reaccionarios de la región (Colombia, Brasil, Ecuador, Perú)?	Enmerkar 🇦🇷
neutro	0.0	0.0	1.0	0.0	"""Unicef: Ecuador es el tercer país en número de acogida de refugiados y"	El Venezolano
neutro	0.0	0.0	1.0	0.0	#ElDato Unos 700.000 migrantes y refugiados venezolanos en Colombia, el 54% del total, y unos 75.000 en Ecuador (23%) se encuentran en situación de inseguridad alimentaria, advirtió el portavoz del PMA de Naciones Unidas, Herve Verhoosel. http://bit.ly/35nuv9h	Efecto Cocuyo
neutro	0.0	0.0	1.0	0.0	El total de los 11.000 venezolanos pasaron a Ecuador: Migración Colombia https://www.elheraldo.co/colombia/el-total-de-los-11000-venezolanos-pasaron-ecuador-migracion-colombia-660574 …	rojasjeannethe
neutro	0.0	0.0	1.0	0.0	#Perú, #Chile y #Ecuador, tres de los cuatro mayores receptores de migrantes venezolanos en la región, han impuesto visados para el ingreso a su territorio http://bit.ly/366PaPj	El Pitazo
neutro	0.0	0.0	1.0	0.0	Ecuador planea habilitar albergues para migrantes venezolanos http://www.el-nacional.com/n/240751  vía @elnacionalweb	Marta Colomina
negativo	0.0	0.058	0.942	-0.296	3. En Colombia, Ecuador y Perú se está desarrollando una campaña de odio, de persecución, de desprecio y xenofóbia contra el pueblo de Venezuela. / 3. Agarran a los Venezolanos porque los peruanos no quieren trabajar por lo poco que pagan.	María
neutro	0.0	0.0	1.0	0.0	asi es m siento orgulloso como Venezolano  x es triunfo, xq el triunfo d Ecuador es nuestro también .fuera el C	Corsario negro
neutro	0.0	0.0	1.0	0.0	@BanEcuadorBP deberían darnos oportunidad de créditos para los migrantes venezolanos que estamos debidamente establecidos y legalizados en ecuador Leobardo Díaz Venezuela en ecuador Manabí.	Leobardo Enrique diaz
neutro	0.0	0.0	1.0	0.0	Cancillería de Ecuador declara emergencia para atender migración venezolana https://www.diariolasamericas.com/c4159675  vía @DLasAmericas	JCARDRAY
neutro	0.0	0.0	1.0	0.0	"""¡No más xenofobia! En #Ecuador le tienen el ojo puesto a los posibles casos de acoso contra venezolanos """"_ http://bit.ly/34LydcR """	CaraotaDigital
negativo	0.0	0.081	0.919	-0.296	Pagan justos por pecadores. No podemos imaginar lo que han vivido niños venezolanos en Ecuador y Perú, por la xenofobia. Además de los problemas que conlleva migrar.	Golfredo 🇻🇪
neutro	0.0	0.0	1.0	0.0	En Ecuador. Migrantes venezolanos desalojados hallan un refugio en el norte https://www.expreso.ec/guayaquil/inmigrantes-desalojados-refugiados-norte-sergiotoral-FF3171887 … @Expresoec #expresoec	InformacionES
neutro	0.0	0.0	1.0	0.0	Los ataques xenófobos contra los venezolanos en Colombia, Perú, Ecuador,Chile y Argentina es bestial Casos repugnantes que los periodistas,medios y gobiernos callan porque se les caería el negocio de la migración de venezolanos  Mientras Borges y Guaido disfrutan #Maldito	anibal morillo
neutro	0.0	0.0	1.0	0.0	"""Tengo un punto con Chile y Ecuador."	Jailene
neutro	0.0	0.0	1.0	0.0	Según http://peoplemov.in/#c_VE_EC  hay 3x más inmigrantes venezolanos que inmigrantes cubanos en Ecuador	José Miguel Parrella (JMP)
neutro	0.0	0.0	1.0	0.0	Constará de dos fases: este #26Sep arranca en #Ecuador registro de inmigrantes venezolanos _- http://bit.ly/2lobNgs	CaraotaDigital
neutro	0.0	0.0	1.0	0.0	Debemos  ser intolerables con la intolerancia...Niño venezolano fue víctima de xenofobia en Ecuador: «Le partieron la nariz» https://puntodecorte.com/nino-venezolano-fue-victima-de-xenofobia-en-ecuador-le-partieron-la-nariz/ …	Nicmer Evans
neutro	0.0	0.0	1.0	0.0	Colombia, Ecuador y Perú piden apoyo ante aumento de migrantes venezolanos http://bit.ly/2leE7BT	Noticia al Día
neutro	0.0	0.0	1.0	0.0	Más de la mitad de los venezolanos en Ecuador han sido víctimas de xenofobia #TalCual #ClaroyRaspao #CrisisHumanitaria https://bit.ly/2OzcxK3 pic.twitter.com/KRMgByZGm8	TalCual
neutro	0.0	0.0	1.0	0.0	Ecuador planea habilitar albergues para migrantes venezolanos	🇻🇪 Rolo Sosa 🇻🇪
neutro	0.0	0.0	1.0	0.0	#21Jul | La migración venezolana, así como temas de seguridad y lucha contra la corrupción centraron en diálogo que mantuvieron el presidente de Ecuador, Lenin Moreno, y el secretario de Estado de Estados Unidos, Mike Pompeo, en el marco de una resurgida relación bilateral. (EFE)	José Manuel González
neutro	0.0	0.0	1.0	0.0	via @BluRadioCo: #26Ago #DiásporaEcuador Migrantes venezolanos se arrodillaron frente a Policía antidisturbios de Ecuador en modo de oración http://bit.ly/30FF2us pic.twitter.com/mkbafrcC25	Traffic CARACAS
neutro	0.0	0.0	1.0	0.0	Ecuador habilitará albergues para migrantes venezolanos - Más información... ingresa aquí → https://www.upatadigital.com.ve/2018/06/ecuador-habilitara-albergues-para.html … https://www.upatadigital.com.ve/2018/06/ecuador-habilitara-albergues-para.html …	David Pache
neutro	0.0	0.0	1.0	0.0	Presidente de Ecuador pidió más apoyo internacional para atender migración venezolana http://ow.ly/qxNO30pb0AU  pic.twitter.com/CPba0Ex6FI	El Cooperante
neutro	0.0	0.0	1.0	0.0	Venezolanos en Ecuador piden revisar ley que multa migración irregular!, por @SputnikInt http://ow.ly/oWAc30gFzkS pic.twitter.com/WezwwLLS2J	Venezuela Libre
neutro	0.0	0.0	1.0	0.0	Ecuador arranca censo de migrantes venezolanos como requisito para acceder a la visa humanitaria https://vozdeamerica.org/2019/09/26/ecuador-arranca-censo-de-migrantes-venezolanos-como-requisito-para-acceder-a-la-visa-humanitaria-3/ …pic.twitter.com/Qq4EwBmOSu	Noticias Venezuela
neutro	0.0	0.0	1.0	0.0	Desde este #26Ago: Migrantes venezolanos solo podrán entrar a Ecuador si tienen visa humanitaria y pagan 50 dólares por gestiones http://bit.ly/2HqBfd3 pic.twitter.com/e6WzLMMrhh	Contrapunto
neutro	0.0	0.0	1.0	0.0	"""EE.UU concederá 35 millones a Ecuador para ayudar a migrantes venezolanos y colombianos que se refugian en el país."	Melissa Moreno
neutro	0.0	0.0	1.0	0.0	371.000 migrantes venezolanos permanecen en Ecuador, según la Cancillería https://www.expreso.ec/actualidad/migrantes-venezolanos-ecuador-cancilleria-HJ3290933 …	Grupo Articulador Regional
neutro	0.0	0.0	1.0	0.0	Ahora si entiendo porque tanto odio xenofobia y demas en contra de los venezolanos que salen espantados por la barabarie roja, es pura envidia. La ignorancia corre por america latina. Lo de Argentina, Colombia Mexico +las revueltas de ecuador y chile., demuestra la ignorancia1/2	Mauricio Segundo Vilchez Espina
negativo	0.0	0.255	0.745	-0.6249	"""Ante crisis humanitaria por migrantes venezolanos, #Ecuador activó plan de contingencia             """"'             http://bit.ly/2XNJHco """	CaraotaDigital
neutro	0.0	0.0	1.0	0.0	[Video] Universidad de Ecuador investigó a inmigrantes venezolanos http://bit.ly/2wtQpKM	El Nacional
neutro	0.0	0.0	1.0	0.0	Perú y Ecuador destinos peligrosos para los venezolanos #NoaLaXenofobia #VenezolanosEnElExterior #Xenofobia #DiasporaVenezolanahttps://axioma.home.blog/2019/11/05/la-xenofobia-amenaza-el-exodo-venezolano-atacan-con-piedras-a-embarazadas-y-ninos/ …	AXIOMA.REPORT
negativo	0.0	0.058	0.942	-0.296	3. En Colombia, Ecuador y Perú se está desarrollando una campaña de odio, de persecución, de desprecio y xenofóbia contra el pueblo de Venezuela. / 3. Agarran a los Venezolanos porque los peruanos no quieren trabajar por lo poco que pagan.	María
neutro	0.0	0.0	1.0	0.0	Cancillería de Ecuador declara emergencia para atender migración venezolana La principal puerta de acceso a Ecuador es el paso de Rumichaca, en la frontera con Colombia pic.twitter.com/mLgpv4YfuR	jesus d almeida p
neutro	0.0	0.0	1.0	0.0	El Gobierno de Ecuador iniciará el #28Oct la concesión de visa humanitaria a los migrantes venezolanos http://www.venezuelaawareness.com/2019/10/ecuador-iniciara-la-concesion-de-visa-humanitaria-a-venezolanos/ …pic.twitter.com/8qovkSSuVN	Venezuela Awareness
negativo	0.0	0.247	0.753	-0.5574	"""Migrantes venezolanos podrán entrar a Ecuador sin visa hasta el 25 de agosto"	Venezuela al Dia
negativo	0.0	0.095	0.905	-0.296	Migración Colombia asegura que la visa de Ecuador dificulta la situación de los venezolanos: “Ahora pasan por sitios no autorizados” http://bit.ly/2Hv0QkV pic.twitter.com/TWwI0qmHwf	Contrapunto
neutro	0.0	0.0	1.0	0.0	"""#11SEP || #Ecuador anunció la apertura de un corredor humanitario"	Pana Noticias ®
negativo	0.0	0.24	0.76	-0.6249	Ecuador participa desde mañana en la conferencia sobre la crisis de migrantes venezolanos https://www.cancilleria.gob.ec/ecuador-participa-desde-manana-en-la-conferencia-sobre-la-crisis-de-migrantes-venezolanos/ …	Cancillería Ec Zona 8
neutro	0.0	0.0	1.0	0.0	#ecuador #Brasil expulsa a 450 migrantes irregulares venezolanos http://bit.ly/BrsilMgrnt	DANIELA MERCHAN
neutro	0.0	0.0	1.0	0.0	@24HorasGYE INMIGRANTES EN ECUADOR pagina de fcbk Por venezolanos para ayuda mutua o seguirse burlando de los ecuatorianos a escondidas pic.twitter.com/hmAt7uAMhI	Jhon
negativo	0.0	0.265	0.735	-0.5574	#LosQueSeVan Ecuador facilitará migración de menores venezolanos sin documentos http://bit.ly/2LSO586 pic.twitter.com/l0KRIxhIgM	Contrapunto
negativo	0.0	0.071	0.929	-0.296	Giovanna Tipán sostiene que hay venezolanos que mueren en el páramo (#Colombia). Mueren de hipotermia. En #Ecuador no se conoce de migrantes que hayan muerto, por caminar hacia #Perú | CFpic.twitter.com/ylb8xSA5Uc	Pichincha Comunicaciones
negativo	0.0	0.09	0.91	-0.6072	Migración Colombia pide a Ecuador revisar imposición de visa a venezolanos. En el caso de niños que son sacados de Venezuela sin los permisos correspondientes, en categoría de rapto? Por qué los controles de migración en Colombia dejan que suceda eso? @FiscaliaCol @IvanDuque	Dr. Antonio Piñate
